host,ID,ra,dec,morph,re,z
NGC3379,dw1048p1259,162.2174,12.9954,,13.380224487486878,
NGC3379,dw1050p1236,162.6486,12.6093,,10.64673387759545,
NGC3379,NGC3412,162.722,13.4121,,,
NGC3379,dw1040p1216,160.1211,12.2728,,11.974925013149186,
NGC3379,dw1043p1253,160.9016,12.8988,,5.459270385904457,
NGC3379,dw1044p1132,161.0306,11.5344,,7.506496780618628,
NGC3379,dw1045p1315,161.2789,13.2652,,6.746979643596609,
NGC3379,dw1046p1342,161.6272,13.7011,,4.572524489888902,
NGC3379,dw1047p1145,161.949,11.7622,,7.92095410158242,
NGC3379,dw1048p1121,162.096,11.3523,,11.005287652940869,
NGC3379,dw1049p1057,162.4172,10.9555,,4.618789493159279,
NGC3379,dw1054p1217,163.7206,12.2967,,7.267460930388348,
NGC3521,dw1104p0005,166.1711,0.0936,,11.830759958315598,
NGC3521,dw1105p0006,166.4217,0.1163,,62.870249604137285,
NGC3521,dw1106m0126,166.5313,-1.4476,,14.237796581216983,
NGC3521,dw1106m0052,166.6084,-0.8797,,11.709211054634272,
NGC3521,dw1107m0038,166.776,-0.6338,,6.326067941596214,
NGC3521,dw1109m0016,167.3283,-0.2771,,16.600633602779702,
NGC3521,dw1110p0037,167.6231,0.6169,,14.652167843766954,
NGC3521,dw1111p0049,167.8493,0.8315,,15.525109970205555,
NGC3521,dw1104p0033,166.2068,0.5506,,6.228460488639999,
NGC3556,dw1119p5543,169.9523,55.7224,,9.356430792276663,
NGC3556,dw1104p5534,166.1661,55.5745,,5.457917962161388,
NGC3556,dw1108p5520,167.2484,55.3412,,9.308914292408224,
NGC3556,dw1109p5447,167.305,54.7856,,6.5745557090697515,
NGC3556,dw1110p5429,167.6471,54.4973,,5.05618755418275,
NGC3556,dw1111p5631,167.9472,56.532,,14.358622323881637,
NGC3556,dw1113p5529,168.2805,55.4926,,7.103716730331936,
NGC3556,dw1113p5644,168.3996,56.7355,,4.915797895480537,
NGC3556,dw1116p5551,169.0317,55.8617,,6.149067051156894,
NGC3556,dw1116p5537,169.1718,55.6168,,4.958994713542756,
NGC3556,dw1123p5602,170.832,56.0487,,5.116663099469856,
NGC3627,NGC3593,168.6539,12.8178,,56.26903914420789,
NGC3627,dw1114p1238,168.6877,12.6477,,7.209446085017557,
NGC3627,dw1117p1305,169.2544,13.0993,,14.23423605777581,
NGC3627,dw1118p1348,169.7234,13.8054,,12.851279642557184,
NGC3627,NGC3623,169.733,13.0924,,,
NGC3627,dw1119p1419,169.8029,14.3272,,24.69480837459284,
NGC3627,dw1119p1157,169.8098,11.9524,,18.416500557776462,
NGC3627,dw1119p1417,169.8161,14.2901,,7.178015257398953,
NGC3627,NGC3628,170.0707,13.5897,,,
NGC3627,dw1121p1326,170.4037,13.4471,,9.865351018789696,
NGC3627,dw1123p1342,170.806,13.7141,,30.590052979807478,
NGC3627,dw1114p1307,168.7127,13.1316,,12.943607698686835,
NGC3627,dw1116p1356,169.0325,13.9412,,8.03843416345827,
NGC3627,dw1116p1324,169.0973,13.4101,,42.74003228112453,
NGC3627,dw1117p1250,169.4349,12.8369,,13.91403450141127,
NGC3627,dw1118p1330,169.5661,13.5139,,7.702517193284427,
NGC3627,dw1119p1210,169.8996,12.177,,4.791236785111124,
NGC3627,dw1120p1223,170.2214,12.3918,,6.588687239550106,
NGC3627,dw1121p1129,170.2651,11.487,,6.849955994129762,
NGC3627,dw1126p1246,171.5894,12.7713,,5.905066738845445,
NGC4258,NGC4248,184.4591,47.4092,,53.777818650979064,
NGC4258,LVJ1218+4655,184.5465,46.9172,,16.10584362112744,
NGC4258,dw1220p4729,185.1256,47.4906,,12.315727806337044,
NGC4258,dw1223p4644,185.9542,46.7495,,3.397639725125782,
NGC4517,dw1227p0136,186.9438,1.5998,,39.036974841776605,
NGC4517,dw1231p0140,187.766,1.6758,,12.276960410198875,
NGC4517,dw1236m0025,189.1755,-0.4305,,9.915055254731525,
NGC4517,dw1238p0028,189.5586,0.4771,,11.319832352433572,
NGC4517,dw1238m0035,189.7051,-0.5978,,6.034605842241189,
NGC4517,dw1238m0105,189.7086,-1.0868,,5.028013802162434,
NGC4517,dw1239m0039,189.7608,-0.6644,,20.581963040627528,
NGC4517,NGC4592,189.8273,-0.5318,,50.21583484461684,
NGC4565,NGC4562,188.8948,25.8503,,34.74088665218951,
NGC4565,IC3571,189.0835,26.0843,,8.77925414824826,
NGC4565,dw1237p2602,189.2549,26.036,,7.9351284285647665,
NGC4565,dw1235p2616,188.843,26.2706,,4.329827613489468,
NGC4565,dw1236p2634,189.2441,26.5786,,6.406342217556875,
NGC4565,dw1237p2605,189.3618,26.0855,,12.656685842153763,
NGC4565,dw1237p2637,189.4283,26.6243,,5.232886134957848,
M104,dw1237m1125,189.2985,-11.4332,,7.56160300179146,
M104,dw1239m1159,189.7877,-11.9867,,12.127506670968023,
M104,dw1239m1143,189.8136,-11.7189,,13.090795713755508,
M104,dw1239m1113,189.8866,-11.2268,,14.766832254569614,
M104,dw1239m1120,189.9645,-11.3413,,6.766781549446628,
M104,dw1239m1144,189.9787,-11.746,,22.522820937641054,
M104,dw1240m1118,190.0392,-11.3139,,14.265749165047868,
M104,dw1240m1140,190.0733,-11.6793,,30.965639027901783,
M104,dw1241m1131,190.2617,-11.5288,,7.436332229411023,
M104,dw1241m1153,190.3002,-11.8916,,15.52925609336778,
M104,dw1241m1155,190.3281,-11.9254,,16.334876750228165,
M104,dw1238m1122,189.6402,-11.3681,,14.075683165574105,
M104,dw1238m1102,189.7429,-11.036,,4.930916781802314,
M104,dw1242m1116,190.6825,-11.2739,,28.067132535926884,
M104,dw1242m1129,190.7067,-11.4893,,3.3045565817597633,
NGC4631,dw1236p3336,189.2059,33.6131,,11.804479114276393,
NGC4631,dw1239p3230,189.7713,32.5046,,22.357432579837297,
NGC4631,dw1239p3251,189.8317,32.8608,,12.554279558607055,
NGC4631,dw1241p3251,190.4464,32.8577,,18.168027123223972,
NGC4631,NGC4627,190.4987,32.574,,26.429768822094157,
NGC4631,dw1242p3158,190.6308,31.9692,,7.00464132566153,
NGC4631,NGC4656,190.9905,32.1681,,,
NGC4631,dw1248p3158,192.2187,31.9702,,15.94371205045123,
NGC4631,dw1247p3313,191.9083,33.2331,,6.592111713167335,
NGC4736,dw1231p4205,187.7873,42.0942,,8.034505310005944,
NGC4736,IC3687,190.5626,38.5034,,53.88913616546163,
NGC4736,dw1243p4127,190.9798,41.4575,,26.39698413281293,
NGC4736,dw1243p4339,190.9898,43.6618,,14.384514702327266,
NGC4736,dw1249p4421,192.3797,44.3595,,8.270236517145483,
NGC4736,dw1251p4138,192.7698,41.6353,,21.58413865371401,
NGC4736,dw1255p4035,193.7615,40.5902,,25.527725306485877,
NGC4736,dw1234p3952,188.5929,39.8785,,10.239574310123713,
NGC4736,dw1241p4103,190.254,41.053,,7.3076674213257,
NGC4736,dw1242p4115,190.5471,41.2525,,12.714751985088867,
NGC4736,dw1303p4222,195.8097,42.3733,,12.115601833609206,
NGC4736,dw1305p4206,196.499,42.1062,,13.868852686709527,
NGC4736,dw1308p4054,197.1913,40.901,,16.069010620011888,
NGC4736,dw1311p4051,197.9217,40.863,,7.278201020433258,
NGC4826,UGC7929,191.3366,21.4271,,27.10241718310904,
NGC4826,IC3840,192.9417,21.7349,,18.711720536529043,
NGC4826,dw1252p2215,193.0237,22.2654,,9.095110418857814,
NGC4826,dw1255p1912,193.921,19.2096,,34.43065548807663,
NGC4826,dw1258p2329,194.7139,23.4899,,21.94968881572874,
NGC4826,dw1245p2309,191.2591,23.1657,,6.075082312296555,
NGC4826,dw1251p2324,192.8683,23.4009,,5.156620156177409,
NGC5055,dw1310p4153,197.6743,41.8908,,13.810672878258233,
NGC5055,dw1312p4158,198.0772,41.9755,,12.68284389257794,
NGC5055,dw1312p4032,198.2159,40.5432,,11.268988174446775,
NGC5055,UGCA337,198.244,41.7864,,26.340039011960098,
NGC5055,UGC8313,198.4754,42.2092,,31.160635893022448,
NGC5055,dw1315p4123,198.8158,41.3967,,7.8994537409400944,
NGC5055,dw1315p4130,198.8742,41.5022,,20.091633889232384,
NGC5055,dw1321p4226,200.3708,42.4334,,4.70897669278884,
NGC5055,dw1305p4206-n2,196.499,42.1062,,13.871133813573055,
NGC5055,dw1308p4054-n2,197.1913,40.901,,15.868670099551132,
NGC5055,dw1311p4051-n2,197.9217,40.8631,,7.269264761312551,
NGC5055,dw1315p4304,198.7521,43.0849,,36.73931988610908,
NGC5055,dw1323p4058,200.935,40.9728,,4.399695754447647,
CENA,KK189,198.1875,-41.8319,,15.869991650049819,
CENA,ESO269-066,198.2875,-44.89,,42.21102182488392,
CENA,NGC5011C,198.2958,-43.2656,,25.399876550701183,
CENA,KK196,200.4458,-45.0633,,15.999611610259741,
CENA,KK197,200.5042,-42.5356,,52.5580760399022,
CENA,KKS55,200.55,-42.7308,,32.630416070237374,
CENA,CENA-MM-DW4,200.7583,-41.7861,,17.295811212358977,
CENA,dw1323-40b,201.0,-40.8367,,24.357281218577878,
CENA,dw1323-40,201.2421,-40.7622,,15.65583693318125,
CENA,CENA-MM-DW6,201.4875,-41.0942,,15.599480428742151,
CENA,CENA-MM-DW7,201.6167,-43.5567,,29.99856731293153,
CENA,ESO324-024,201.9042,-41.4806,,,
CENA,KK203,201.8667,-45.3525,,,
CENA,dw1329-45,202.3121,-45.1767,,9.901837829949407,
CENA,CENA-MM-DW1,202.5583,-41.8933,,47.671967105032465,
CENA,CENA-MM-DW3,202.5875,-42.1925,,132.60121929475218,
CENA,CENA-MM-DW9,203.2542,-42.53,,21.69725420905249,
CENA,CENA-MM-DW8,203.3917,-41.6078,,34.67615718137661,
CENA,dw1336-44,204.2033,-43.8578,,8.070251435678744,
CENA,NGC5237,204.4127,-42.8469,,,
CENA,KKS57,205.4083,-42.5819,,11.99829979508383,
CENA,dw1341-43,205.4025,-43.8554,,20.198171190972495,
NGC5194,NGC5195,202.4983,47.2661,,,
NGC5194,dw1330p4731,202.6411,47.5257,,11.717187245318737,
NGC5236,dw1335-29,203.9417,-29.7067,,24.85271484632567,
NGC5236,dw1340-30,205.0792,-30.3597,,14.732573501521328,
NGC5236,KK200,201.15,-30.9717,,16.31247414511611,
NGC5236,IC4247,201.6875,-30.3625,,21.416430946507024,
NGC5236,ESO444-84,204.3333,-28.0442,,23.803836363494693,
NGC5236,IC4316,205.075,-28.8947,,39.83982789598171,
NGC5236,ESO444-78,204.1292,-29.2342,,26.594994167178807,
NGC5236,KK208,204.15,-29.5708,,178.81403256463702,
NGC5236,NGC5264,205.4042,-29.9131,,46.124321567169844,
NGC5236,KK218,206.6667,-29.9781,,14.399038921206877,
NGC5236,HIJ1337-33,204.2542,-33.3631,,5.240003801256023,
NGC5457,dw1350p5441,207.7431,54.6892,,22.82558078977483,
NGC5457,UGC8837,208.6892,53.9043,,78.28542723255181,
NGC5457,dw1403p5337,210.7728,53.6147,,27.141275197406387,
NGC5457,NGC5474,211.2561,53.6617,,92.98417465619103,
NGC6744,dw1905m6316,286.4831,-63.2721,,9.481267183246418,
NGC6744,dw1906m6357,286.7415,-63.9636,,17.402296670076254,
NGC6744,dw1907m6342,286.8439,-63.7064,,7.9901685280299795,
NGC6744,dw1908m6343,287.183,-63.7301,,39.782604306562874,
NGC6744,dw1911m6413,287.8437,-64.2226,,35.86933457463473,
NGC6744,dw1859m6402,284.8605,-64.0396,,6.577427452840369,
NGC6744,dw1901m6315,285.3732,-63.2594,,17.934667287317364,
NGC6744,dw1903m6449,285.843,-64.8277,,7.119016608908163,
NGC6744,dw1903m6405,285.9146,-64.0985,,5.533427930718194,
NGC6744,dw1909m6341,287.2847,-63.6853,,8.266724692830554,
NGC6744,dw1912m6432,288.0953,-64.5419,,5.8768185020122425,
NGC0448,MATLAS-1,18.2998,-2.0792,dI  ,0.0,
NGC0448,MATLAS-2,18.3236,-1.1708,dE  ,3.81,
NGC0448,MATLAS-3,18.3396,-1.8231,dI  ,4.54,
NGC0448,MATLAS-4,18.4198,-1.9169,dI  ,0.0,
NGC0448,MATLAS-9,18.7782,-1.2741,dIN ,0.0,
NGC0448,MATLAS-11,18.7967,-1.1504,dI  ,0.0,
NGC0448,MATLAS-13,18.8402,-1.1981,dI  ,0.0,
NGC0448,MATLAS-14,18.9516,-1.3149,dE  ,2.39,
NGC0448,MATLAS-15,18.9577,-1.3915,dE  ,4.28,
NGC0448,MATLAS-16,18.9681,-1.4602,dI  ,0.0,
NGC0448,MATLAS-17,19.1392,-1.8167,dI  ,0.0,
NGC0448,MATLAS-18,19.2337,-2.0258,dE  ,3.48,
NGC0474,MATLAS-19,19.5589,2.9039,dE  ,4.65,
NGC0474,MATLAS-21,19.5941,3.3277,dE  ,7.13,
NGC0474,MATLAS-22,19.6847,3.4907,dE  ,3.65,
NGC0474,MATLAS-23,19.7116,3.5617,dI  ,0.0,
NGC0474,MATLAS-29,20.1466,3.1456,dE  ,7.59,
NGC0502,MATLAS-31,20.3402,8.8382,dE  ,4.12,
NGC0502,MATLAS-37,20.531,9.1407,dI  ,0.0,
NGC0502,MATLAS-38,20.5753,9.1776,dI  ,0.0,
NGC0502,MATLAS-39,20.5831,9.0089,dE  ,2.42,
NGC0502,MATLAS-40,20.5962,9.0368,dE  ,4.96,
NGC0502,MATLAS-41,20.6222,8.7659,dE  ,0.0,
NGC0502,MATLAS-47,20.7197,9.1419,dE  ,2.3,
NGC0502,MATLAS-51,20.7996,9.2761,dI  ,0.0,
NGC0502,MATLAS-52,20.7998,8.7176,dE  ,2.48,
NGC0502,MATLAS-54,20.8212,9.3629,dE  ,6.16,
NGC0524,MATLAS-55,20.8342,9.4761,dE  ,3.02,
NGC0502,MATLAS-56,20.8424,9.1637,dE  ,5.88,
NGC0502,MATLAS-58,20.8537,8.9194,dE  ,4.66,
NGC0502,MATLAS-60,20.8566,8.9779,dEN ,4.83,
NGC0502,MATLAS-61,20.8817,9.2798,dE  ,0.0,
NGC0524,MATLAS-62,20.959,9.4115,dI  ,0.0,
NGC0502,MATLAS-64,20.9858,9.0735,dE  ,3.05,
NGC0525,MATLAS-65,20.9905,10.1382,dE  ,6.16,
NGC0524,MATLAS-66,21.0339,9.6318,dE  ,2.76,
NGC0525,MATLAS-67,21.0381,9.8522,dI  ,0.0,
NGC0502,MATLAS-69,21.0565,8.5232,dE  ,2.99,
NGC0525,MATLAS-70,21.0623,9.7424,dE  ,0.0,
NGC0525,MATLAS-71,21.0757,9.7595,dE  ,5.38,
NGC0502,MATLAS-73,21.0794,8.8299,dEN ,5.57,
NGC0525,MATLAS-74,21.0877,9.7005,dE  ,3.29,
NGC0525,MATLAS-75,21.0934,10.0359,dE  ,6.43,
NGC0524,MATLAS-77,21.1004,9.388,dE  ,0.0,
NGC0502,MATLAS-78,21.1104,8.7518,dE  ,6.07,
NGC0525,MATLAS-79,21.1257,9.8418,dE  ,5.06,
NGC0525,MATLAS-80,21.1332,9.8867,dE  ,4.31,
NGC0502,MATLAS-81,21.1349,8.563,dI  ,4.08,
NGC0524,MATLAS-82,21.1424,9.5758,dE  ,5.18,
NGC0525,MATLAS-84,21.1514,10.1668,dEN ,4.28,
NGC0525,MATLAS-85,21.1687,9.795,dEN ,5.84,
NGC0525,MATLAS-86,21.1724,9.8724,dI  ,0.0,
NGC0524,MATLAS-87,21.1941,9.1329,dE  ,4.03,
NGC0524,MATLAS-88,21.216,9.1138,dI  ,0.0,
NGC0525,MATLAS-89,21.2179,9.843,dE  ,0.0,
NGC0524,MATLAS-91,21.2401,9.6221,dE  ,3.72,
NGC0524,MATLAS-92,21.2582,9.3754,dE  ,4.11,
NGC0524,MATLAS-94,21.2896,9.1832,dE  ,4.38,
NGC0525,MATLAS-97,21.3665,9.8415,dEN ,3.68,
NGC0524,MATLAS-99,21.4067,9.2309,dI  ,0.0,
NGC0525,MATLAS-100,21.4236,10.1203,dI  ,2.64,
NGC0525,MATLAS-102,21.4601,9.6696,dI  ,0.0,
NGC0525,MATLAS-104,21.5084,9.8939,dEN ,4.92,
NGC0525,MATLAS-105,21.5397,9.62,dE  ,2.36,
NGC0525,MATLAS-107,21.5852,10.1517,dE  ,0.0,
NGC0661,MATLAS-109,25.6316,28.1847,dE  ,3.81,
NGC0661,MATLAS-110,25.7293,28.8959,dE  ,3.33,
NGC0661,MATLAS-111,25.7514,28.5441,dE  ,0.0,
NGC0661,MATLAS-112,25.8728,28.7761,dI  ,0.0,
NGC0661,MATLAS-113,25.9086,28.9173,dE  ,2.78,
NGC0661,MATLAS-115,26.1497,28.6458,dE  ,0.0,
NGC0661,MATLAS-116,26.2854,29.0262,dI  ,0.0,
NGC0661,MATLAS-117,26.3186,28.7146,dE  ,0.0,
NGC0661,MATLAS-118,26.3511,28.375,dE  ,3.64,
NGC0661,MATLAS-119,26.416,28.5031,dE  ,3.91,
NGC0661,MATLAS-120,26.4259,28.7404,dE  ,5.07,
NGC0680,MATLAS-122,26.9508,22.1426,dI  ,0.0,
NGC0680,MATLAS-124,27.2047,21.5792,dI  ,0.0,
NGC0680,MATLAS-125,27.2088,22.1143,dEN ,10.39,
NGC0680,MATLAS-126,27.2889,22.0435,dE  ,4.64,
NGC0680,MATLAS-127,27.4368,22.3744,dI  ,0.0,
NGC0680,MATLAS-128,27.4706,22.4427,dI  ,0.0,
NGC0680,MATLAS-134,27.7089,21.482,dI  ,3.04,
NGC0680,MATLAS-135,27.7158,22.0392,dI  ,2.95,
NGC0680,MATLAS-136,27.8001,21.997,dE  ,3.36,
NGC0680,MATLAS-137,27.835,22.2765,dE  ,4.5,
NGC0680,MATLAS-140,27.9586,22.309,dI  ,0.0,
NGC0770,MATLAS-142,29.765,19.5476,dE  ,4.48,
NGC0770,MATLAS-144,29.8322,18.7472,dE  ,2.69,
NGC0770,MATLAS-147,30.0131,19.2778,dI  ,0.0,
NGC0770,MATLAS-148,30.0411,18.8296,dI  ,3.28,
NGC0770,MATLAS-149,30.0435,19.3647,dI  ,10.24,
NGC0770,MATLAS-150,30.1818,19.3897,dI  ,0.0,
NGC0770,MATLAS-151,30.1832,19.1669,dE  ,5.82,
NGC0770,MATLAS-152,30.2469,18.6122,dI  ,3.62,
NGC0821,MATLAS-153,31.5609,10.8713,dI  ,0.0,
NGC0936,MATLAS-157,36.5367,-1.5211,dE  ,2.53,
NGC0936,MATLAS-159,36.574,-1.4196,dI  ,0.0,
NGC0936,MATLAS-160,36.6042,-0.7419,dI  ,3.74,
NGC0936,MATLAS-161,36.6135,-0.8365,dE  ,2.56,
NGC0936,MATLAS-162,36.7392,-1.3767,dE  ,0.0,
NGC0936,MATLAS-163,36.8022,-1.2106,dE  ,4.42,
NGC0936,MATLAS-165,36.8495,-0.9639,dI  ,0.0,
NGC0936,MATLAS-166,36.8802,-0.6398,dI  ,5.36,
NGC0936,MATLAS-168,37.0169,-1.4552,dI  ,0.0,
NGC0936,MATLAS-169,37.0782,-0.6076,dI  ,16.43,
NGC0936,MATLAS-170,37.0925,-1.5871,dI  ,0.0,
NGC0936,MATLAS-172,37.1537,-0.6455,dI  ,0.0,
NGC0936,MATLAS-173,37.1547,-1.5092,dEN ,5.01,
NGC0936,MATLAS-174,37.162,-1.5942,dE  ,5.61,
NGC0936,MATLAS-178,37.2157,-0.869,dEN ,5.0,
NGC0936,MATLAS-179,37.2419,-1.6351,dE  ,2.67,
NGC0936,MATLAS-180,37.2446,-0.7574,dI  ,0.0,
NGC0936,MATLAS-181,37.2487,-0.8538,dE  ,2.92,
NGC0936,MATLAS-183,37.397,-0.8071,dE  ,4.96,
NGC1023,MATLAS-184,39.4968,38.6032,dI  ,0.0,
NGC1023,MATLAS-185,39.5181,39.5408,dE  ,3.1,
NGC1023,MATLAS-186,39.5699,38.9476,dEN ,2.55,
NGC1023,MATLAS-187,39.6238,39.0956,dI  ,0.0,
NGC1023,MATLAS-188,39.8297,38.7783,dI  ,0.0,
NGC1023,MATLAS-189,39.8321,39.4336,dE  ,0.0,
NGC1023,MATLAS-190,39.8428,39.1728,dE  ,0.0,
NGC1023,MATLAS-191,39.9458,39.0473,dE  ,6.66,
NGC1023,MATLAS-192,40.0306,38.7489,dI  ,0.0,
NGC1023,MATLAS-193,40.0866,38.7827,dI  ,4.65,
NGC1023,MATLAS-194,40.1375,38.9004,dI  ,0.0,
NGC1023,MATLAS-195,40.3169,39.3967,dE  ,0.0,
NGC1023,MATLAS-196,40.3351,38.8675,dEN ,6.77,
NGC1023,MATLAS-197,40.4351,39.5816,dE  ,4.45,
NGC1023,MATLAS-198,40.5562,39.589,dE  ,4.76,
NGC1023,MATLAS-199,40.6023,38.6349,dE  ,4.98,
NGC1023,MATLAS-200,40.6178,38.9978,dI  ,0.0,
NGC1023,MATLAS-201,40.7306,38.8827,dE  ,2.67,
NGC1121,MATLAS-202,42.2231,-2.1181,dI  ,4.3,
NGC1121,MATLAS-203,42.2498,-1.7697,dE  ,8.01,
NGC1121,MATLAS-204,42.2791,-1.7026,dE  ,2.9,
NGC1121,MATLAS-205,42.3268,-1.5714,dI  ,6.5,
NGC1121,MATLAS-206,42.3422,-1.1928,dE  ,7.47,
NGC1121,MATLAS-207,42.4458,-1.1774,dE  ,6.97,
NGC1121,MATLAS-208,42.4888,-1.6861,dE  ,4.53,
NGC1121,MATLAS-209,42.6639,-2.1377,dE  ,5.09,
NGC1121,MATLAS-210,42.7072,-1.3875,dI  ,2.4,
NGC1121,MATLAS-211,42.7253,-1.3389,dE  ,3.38,
NGC1121,MATLAS-212,42.7628,-2.0831,dI  ,2.25,
NGC1121,MATLAS-213,42.795,-1.5975,dE  ,0.0,
NGC1121,MATLAS-214,42.8154,-1.6244,dE  ,4.07,
NGC1121,MATLAS-215,42.9109,-1.9258,dI  ,0.0,
NGC1121,MATLAS-216,42.9472,-1.9189,dE  ,5.48,
NGC1121,MATLAS-217,42.9484,-1.7024,dE  ,0.0,
NGC1121,MATLAS-218,42.9988,-1.1746,dEN ,8.76,
NGC1121,MATLAS-219,43.0213,-1.8297,dE  ,2.98,
NGC1121,MATLAS-220,43.0945,-1.5035,dEN ,3.59,
NGC1121,MATLAS-221,43.1604,-1.1551,dE  ,3.01,
NGC1121,MATLAS-222,43.1665,-1.1599,dE  ,4.03,
NGC1121,MATLAS-223,43.179,-1.3266,dI  ,9.8,
NGC1222,MATLAS-224,46.763,-2.5011,dI  ,5.03,
NGC1222,MATLAS-225,46.9859,-3.4787,dI  ,5.08,
NGC1222,MATLAS-226,46.9865,-2.7286,dEN ,0.0,
NGC1222,MATLAS-227,47.0095,-2.9522,dI  ,0.0,
NGC1222,MATLAS-228,47.035,-3.1263,dI  ,2.32,
NGC1222,MATLAS-229,47.046,-3.3169,dI  ,0.0,
NGC1222,MATLAS-230,47.0567,-3.1629,dI  ,3.21,
NGC1222,MATLAS-231,47.0589,-3.159,dI  ,2.85,
NGC1222,MATLAS-232,47.0772,-3.4876,dI  ,1.87,
NGC1222,MATLAS-233,47.118,-2.9005,dI  ,2.05,
NGC1222,MATLAS-234,47.122,-3.3795,dE  ,2.05,
NGC1222,MATLAS-235,47.1459,-3.4356,dEN ,2.88,
NGC1222,MATLAS-236,47.1537,-2.8142,dI  ,3.4,
NGC1222,MATLAS-237,47.1771,-3.3765,dE  ,0.0,
NGC1222,MATLAS-238,47.1879,-2.5518,dI  ,2.99,
NGC1222,MATLAS-239,47.2718,-2.851,dI  ,2.55,
NGC1222,MATLAS-241,47.3255,-3.2334,dE  ,4.09,
NGC1222,MATLAS-242,47.3356,-3.4439,dI  ,0.0,
NGC1222,MATLAS-243,47.3898,-3.3435,dE  ,3.03,
NGC1222,MATLAS-244,47.4304,-2.3704,dI  ,5.79,
NGC1222,MATLAS-245,47.4745,-2.452,dI  ,3.13,
NGC1222,MATLAS-246,47.4778,-2.6788,dE  ,3.67,
NGC1222,MATLAS-247,47.5761,-2.4325,dI  ,3.11,
NGC1222,MATLAS-248,47.6031,-3.392,dE  ,1.89,
NGC1222,MATLAS-249,47.6317,-2.5239,dE  ,2.76,
NGC1222,MATLAS-250,47.6586,-2.6199,dE  ,5.7,
NGC1222,MATLAS-251,47.6718,-2.5654,dI  ,2.84,
NGC1222,MATLAS-252,47.6931,-3.0933,dI  ,0.0,
NGC1222,MATLAS-253,47.7249,-2.7254,dE  ,2.65,
NGC1222,MATLAS-254,47.7281,-2.5939,dE  ,4.57,
NGC1222,MATLAS-255,47.7285,-2.5026,dI  ,4.55,
NGC1222,MATLAS-256,47.7353,-2.6138,dI  ,2.82,
NGC1222,MATLAS-257,47.7439,-2.5877,dI  ,2.43,
NGC1222,MATLAS-258,47.7466,-2.6701,dE  ,3.07,
NGC1248,MATLAS-259,47.7804,-5.1398,dI  ,2.73,
NGC1248,MATLAS-260,47.8938,-4.9253,dI  ,0.0,
NGC1248,MATLAS-261,47.9684,-5.5804,dI  ,3.64,
NGC1248,MATLAS-262,47.9769,-4.8931,dE  ,18.56,
NGC1248,MATLAS-263,47.9838,-5.1792,dI  ,0.0,
NGC1248,MATLAS-264,48.3326,-5.5547,dE  ,2.22,
NGC1248,MATLAS-265,48.3369,-4.8584,dI  ,3.09,
NGC1248,MATLAS-266,48.4587,-5.2802,dI  ,0.0,
NGC1248,MATLAS-267,48.4757,-5.7275,dI  ,3.53,
NGC1266,MATLAS-270,48.6153,-2.853,dI  ,5.63,
NGC1266,MATLAS-271,48.6505,-2.0727,dI  ,3.08,
NGC1266,MATLAS-272,48.9049,-1.9127,dE  ,2.5,
NGC1266,MATLAS-273,48.9098,-2.9508,dE  ,6.27,
NGC1266,MATLAS-274,48.9342,-2.038,dE  ,2.14,
NGC1266,MATLAS-275,48.9579,-2.6336,dI  ,0.0,
NGC1266,MATLAS-276,49.004,-2.1581,dI  ,2.49,
NGC1266,MATLAS-277,49.0345,-2.3053,dI  ,0.0,
NGC1289,MATLAS-278,49.2056,-1.8737,dE  ,7.4,
NGC1266,MATLAS-279,49.2192,-2.8516,dI  ,0.0,
NGC1266,MATLAS-280,49.2201,-2.0723,dI  ,0.0,
NGC1289,MATLAS-281,49.2505,-1.7089,dI  ,3.65,
NGC1266,MATLAS-282,49.256,-2.03,dE  ,1.91,
NGC1289,MATLAS-283,49.2994,-1.536,dI  ,0.0,
NGC1289,MATLAS-284,49.3195,-1.8777,dI  ,3.33,
NGC1289,MATLAS-285,49.3879,-1.9985,dE  ,3.47,
NGC1289,MATLAS-286,49.4247,-1.7771,dE  ,2.38,
NGC1289,MATLAS-287,49.4458,-1.7518,dI  ,0.0,
NGC1289,MATLAS-288,49.4584,-1.8984,dEN ,2.61,
NGC1289,MATLAS-289,49.4821,-1.6688,dE  ,5.74,
NGC1289,MATLAS-290,49.5108,-1.6533,dE  ,8.24,
NGC1289,MATLAS-291,49.5189,-1.7532,dE  ,0.0,
NGC1289,MATLAS-292,49.5301,-2.4138,dI  ,3.07,
NGC1289,MATLAS-293,49.6913,-1.6598,dI  ,4.2,
NGC1289,MATLAS-294,49.7032,-1.7793,dI  ,0.0,
NGC1289,MATLAS-295,49.7083,-1.6296,dI  ,2.98,
NGC1289,MATLAS-296,49.809,-1.715,dE  ,3.91,
NGC1289,MATLAS-297,49.8175,-2.0236,dI  ,3.31,
NGC1289,MATLAS-298,49.8818,-2.2922,dI  ,2.31,
NGC1289,MATLAS-299,49.8991,-2.1396,dI  ,0.0,
NGC1289,MATLAS-300,49.952,-2.3088,dE  ,3.1,
NGC1289,MATLAS-301,49.9624,-2.3299,dI  ,2.33,
NGC1289,MATLAS-302,50.0002,-1.9627,dE  ,3.17,
NGC1289,MATLAS-303,50.0618,-1.7127,dE  ,5.6,
NGC1289,MATLAS-304,50.0773,-2.1344,dE  ,4.48,
NGC1289,MATLAS-305,50.0939,-1.4343,dI  ,4.5,
